original_id,original,generation,system,LENS
57,"In the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.","In the interior, on the facade and the portico, painted decoration is preserved. || This was done in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.",T5-11B,0.16266031563282013
50,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, Fetterman was projected as the winner of the election by media outlets.",T5-11B,0.2318962961435318
40,"On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Lunar sphere of influence, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.","On the fifth day of flight, November 20, 2022, at 19:09 UTC, the Orion spacecraft entered the Moon's gravitational dominance, thus the Moon's gravitational force became stronger than Earth's relative to the spacecraft.",T5-11B,-0.4500407874584198
30,"The club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","The restaurant said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community "", and that it offered condolences to the victims and their families.",T5-11B,0.16688133776187897
7,"After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.","After defeating PSD candidate Viorica Dăncilă by a landslide in 2019, his second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.",T5-11B,-0.6018454432487488
52,"England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.","England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final.",T5-11B,0.43860021233558655
9,"Musk also announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.","He announced the creation of a ""content moderation council"" with diversified viewpoints to determine how the platform would handle free speech, and declared a moratorium on ""major content decisions or account reinstatements"" until then.",T5-11B,0.1776435375213623
27,"Once inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as governor of a U.S. state.","Once inaugurated in January 2023, she will become the first female Governor of Massachusetts. || She will also become the first openly lesbian woman and third openly LGBT person (after Kate Brown and Jared Polis) to take office as Governor of a U.S. state.",T5-11B,0.27125129103660583
25,"On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.","On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory.",T5-11B,0.08453129231929779
1,"Bone has published numerous books including Fantastic Fungi Community Cookbook (2021), which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes.","Bone has published many books including "" Fantastic Fungi Community Cookbook "", which includes recipes by wild mushroom foragers, mycologists, and chefs specializing in mushroom-based dishes.",T5-11B,0.036291614174842834
13,"Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility located in Deir ez-Zor, Syria, an area of contested control between the Islamic State and the Syrian government at the time.","Drone footage released by the Islamic State showed bombs being dropped on an ammunitions facility in Deir ez-Zor, Syria.",T5-11B,0.6279690265655518
12,"On November 5, 2022, FIFA sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of Qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","On 5 November 2022, FIFA sent out a letter to all participating nations asking them to stop criticising Qatar's poor human rights records and to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world "".",T5-11B,0.4290089011192322
32,"The film stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","The movie stars Julie Ledru as Julia, a young woman living in social housing who has a poor relationship with her mother. || She tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.",T5-11B,0.23077259957790375
42,"The Ukrainian nuclear energy agency said that Russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for Ukrainian needs.",The Ukrainian nuclear energy agency said that Russia was responsible for the shelling.,T5-11B,0.9516234397888184
37,"According to the eyewitness account, the shooter ""snapped,"" before shooting a woman, proceeding to kill employees within the break room before firing at least ten shots in the grocery aisles.","According to the eyewitness account, the shooter ""snapped "" before shooting a woman. || He then killed employees within the break room before firing at least ten shots in the grocery aisles.",T5-11B,0.4721774160861969
15,"Major American and British oil producers reported record profits in 2022, rewarding their shareholders with dividends and stock buybacks rather than following their past practice of plowing profits back into more production.",Major oil producers are expected to report record profits in 2022. || They will reward their shareholders with dividends and stock buybacks instead of plowing profits back into more production.,T5-11B,0.5736464262008667
47,"The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","The sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.",T5-11B,-0.05591638386249542
31,"According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019–2020 protests that resulted in more than 1,500 fatalities.","According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age had been killed as a result of the government's intervention in the protests, involving tear gas and gunfire.",T5-11B,0.17170636355876923
56,"Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer, where he was tasked with developing and training cadets.",Robinson returned to West Point in 1972 to serve as the 3rd Regimental Tactical officer. || He was in charge of developing and training cadets.,T5-11B,0.96532142162323
28,"The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.",The sitcom series features the story of Abi (Played by Bolu Essien) who gets a job at a top advertising agency in Lagos.,T5-11B,0.7813435196876526
54,"About 80 percent of buildings in the area were reconstructed or retrofitted after the 1999 earthquakes, reducing the impact of this earthquake.","About 80 % of buildings in the area were rebuilt after the 1999 earthquakes, reducing the effect of this earthquake.",T5-11B,-0.043378204107284546
58,"The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.","The Creative Gene is an autobiographical book comprising a variety of short stories, essays, and anecdotes encompassing Kojima's life, many of which focus on the various pop culture media Kojima developed an adoration for and how they have impacted him.",T5-11B,-0.3614702522754669
8,"Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.","Musk stated that Twitter Blue's pricing would be raised to around US$8.00 per-month, and include reduced advertising on the Twitter service, the ability to post longer audio and video files, and verified account status.",T5-11B,0.027174508199095726
14,"On November 2, 2022, Poland's Minister of National Defence Mariusz Blaszczak announces the construction of a barrier along the border with the Russian exclave of Kaliningrad, as Poland believes that Russia will use the border to illegally transport African and Asian immigrants to Europe.","On November 2, 2022, Poland's Minister of National Defense Mariusz Blaszczak said Poland will build a barrier along the border with the Russian exclave of Kaliningrad.",T5-11B,0.07957188785076141
17,"Unlike the first film adaptation, in which director Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror film centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.","Unlike the first movie, Samuel Fuller entirely wrote out the character of Gary, replaced Seberg with a younger fictional actress, and recast the story as a horror movie centred on the dog itself, Barbeau-Lavalette remained more faithful to the original book.",T5-11B,-0.42345544695854187
6,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden has previously rejected calls to ""defund the police "", a slogan supported by racial justice protesters.",T5-11B,0.01952718384563923
53,"The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.",The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen. || Nepali law does not allow the provision of dual citizenship.,T5-11B,0.6029479503631592
2,"In Marriages and Infidelities, Oates explicitly alludes to novellas and short stories by earlier writers, making use of either their titles or their themes and adapting them in accordance with her artistic intentions.","In "" Marriages and Infidelities "", Oates refers to novellas and short stories by earlier writers. || She uses either their titles or their themes, and adapts them in accordance with her artistic intentions.",T5-11B,0.41464874148368835
4,"Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas, led by the Spanish commander Don Luis de Haro in 1658, that the fort stood out for its defenders' heroic resistance.","Repeatedly besieged during the War of Restoration of Independence, it was during the siege of the city of Elvas led by the Spanish commander Don Luis de Haro in 1658 that the fort stood out for its defenders'heroic resistance.",T5-11B,-0.12172743678092957
44,"Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes, including the city of Lviv which has experienced a total blackout.",Widespread blackouts are reported in Western Ukraine as Russian forces launch another wave of cruise missile strikes.,T5-11B,0.6325006484985352
18,"Described as a darkly comedic bio-pic, Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner?"" with Fogel also on board to direct.","Emilia Jones was confirmed to be portraying the whistle-blower Reality Winner from a script written by Kerry Howley based on her own 2017 New York Magazine feature, ""Who Is Reality Winner? || "".",T5-11B,-0.2047588974237442
29,"However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.""","However, upon Flynn's apparent success in securing sufficient backing to become council president, Arroyo released a statement that acted as an informal concession of sorts, giving strong praise to Flynn's kindness and work ethic, and declaring that he looked forward, ""to seeing how he utilizes those great qualities in this leadership role.",T5-11B,-0.3869086802005768
23,"An activist hiding his identity said the Egyptian authorities were carrying out random detentions ahead of COP, where they are randomly stopping people and inspecting their mobile phones to look for any evidence of dissent.",An activist said the Egyptian authorities were carrying out random detentions ahead of Cop. || They are randomly stopping people and looking at their mobile phones to look for any evidence of dissent.,T5-11B,0.6760151386260986
26,"Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.","Blogger DJ Akademiks held a three-hour stream in honor of Takeoff, in which he analyzed videos from the moment of the murder of Kirshnik, and also called for fighting the ideology of violence in hip-hop, including stop imitating rappers YNW Melly and Tay-K, who were convicted of murder.",T5-11B,-0.16144497692584991
21,"In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also having a lot of experience with photography and experience in the field of graphic design.","In a difficult situation, it encouraged him to study Graphic Design in 2007. || He has been a cinematographer in the movie industry, also having a lot of experience with photography and experience in the field of graphic design.",T5-11B,0.22938241064548492
16,"In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage in which committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.","In more recent practice, between the announcement of the nomination and the start of hearings, the Judiciary Committee undertakes an investigative stage. || Committee members and their staffs prepare for the hearings by looking over the background of the nominees and relevant issues.",T5-11B,0.1869082897901535
38,"The Iranian team notably made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",The Iranian team made headlines in their opening match against England after refusing to sing the national anthem in solidarity with the Mahsa Amini protests. || Some Iranian supporters cheered against their own team or boycotted their team amidst the ongoing protests.,T5-11B,0.3123299777507782
0,"The architecture of Winchester College is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and Early Modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.","The architecture of Winchester College is a diverse set of architectural styles, reflecting the many periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the Victorian era and then further extensions at the turn of the 20th century and more recently.",T5-11B,-0.12730208039283752
41,"These missions will seek to reestablish a human presence on the Moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of Mars.","These missions will try to bring humans back to the Moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of Mars.",T5-11B,0.32779136300086975
39,"The activists called out to the Russian delegation, stating that the Russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","The activists called out to the Russian delegation, stating that the Russians were war criminals who did not have the right to be present at the conference and did not deserve respect.",T5-11B,0.3245132863521576
3,"Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.","Two sisters, Leah and Chantrelle, and their friend Hosanna, catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom. || They arrive in London's Notting Hill before moving to the Midlands.",T5-11B,0.7995844483375549
55,"A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, though it also found more than half of self-identified Republicans supported it as a top congressional priority.",A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority.,T5-11B,-0.23408354818820953
24,"Football fans around the world may find some apprehensions about going to the World Cup in Qatar because of the alcohol laws concerning consuming alcohol in public places, but World Cup organizers announce the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup.","Football fans around the world may have some concerns about going to the World Cup in Qatar because of the alcohol laws in public places. || However, World Cup organizers announced the creation of designated ""sobering up"" zones as a way to make fans feel safe and comfortable while attending the World Cup.",T5-11B,0.5313337445259094
34,"Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.","Days before to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country.",T5-11B,-0.5211703181266785
19,"There is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","There is general agreement among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace has yet to be fully realized.",T5-11B,0.09703940898180008
36,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In the opening game of their group, they defeated a much fancied Argentina side 2-1. || This ended an Argentine unbeaten streak of 36 games dating back to 2019.",T5-11B,0.3378671109676361
11,"The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party, although Herbert Hoover did briefly seek the Republican presidential nomination at several national conventions subsequent to leaving office in 1933.","The last president to run after leaving office was Theodore Roosevelt, who came in second in the 1912 election as the presidential nominee of the Progressive Party.",T5-11B,0.32102471590042114
20,"Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.","Earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes. || The current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.",T5-11B,0.3010800778865814
59,"Divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness, and with photos and illustrations evocative of the great outdoors, A Wilder Life shows that getting in touch with nature is possible.","It is divided into sections pertaining to each season and covering self-reliance, growing and gardening, cooking, health and beauty, and wilderness. || With photos and illustrations evocative of the great outdoors, "" A Wilder Life "" shows that getting in touch with nature is possible.",T5-11B,-0.2719721496105194
48,"On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said that he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club, while also adding that the club ""doubted"" him when he said he could not attend pre-season training due to the illness of his daughter, and that he did not respect ten Hag ""because he doesn't show respect for me"", leading him to be disappointed with the communication of the club.","On 14 November, an interview with journalist Piers Morgan was published, where Ronaldo said he felt ""betrayed"" by ten Hag and ""two or three others"" who wanted Ronaldo to leave the club.",T5-11B,-0.4602982997894287
